suburb,date,price
Monash,2011-03-22,490000
Franklin,2011-03-22,650000
Braddon,2011-03-22,3250000
Lyneham,2011-03-22,562500
Amaroo,2011-03-22,542000
Ngunnawal,2011-03-22,770000
Yarralumla,2011-03-22,750000
Conder,2011-03-22,438000
Chifley,2011-03-22,485000
Lyons,2011-03-23,580000
Forde,2011-03-23,283000
Torrens,2011-03-23,755000
Casey,2011-03-23,530000
Conder,2011-03-23,518000
Kambah,2011-03-23,430000
Forde,2011-03-23,685000
Dunlop,2011-03-23,445000
Yarralumla,2011-03-23,720000
Deakin,2011-03-23,759000
Casey,2011-03-23,176000
Deakin,2011-03-23,970000
Chisholm,2011-03-23,475000
Palmerston,2011-03-23,460000
Casey,2011-03-23,216000
Ainslie,2011-03-23,685000
Chapman,2011-03-23,1500000
O'Connor,2011-03-23,1200000
Monash,2011-03-24,490000
Franklin,2011-03-24,585000
Crace,2011-03-24,286500
Casey,2011-03-24,241000
Fisher,2011-03-24,525000
Kambah,2011-03-24,497500
Watson,2011-03-24,442900
Fisher,2011-03-24,520000
Casey,2011-03-24,221000
Dunlop,2011-03-24,540000
Farrer,2011-03-24,790000
Forde,2011-03-24,288000
Charnwood,2011-03-24,340000
Dunlop,2011-03-24,486000
Latham,2011-03-24,389888
Higgins,2011-03-24,395000
Casey,2011-03-24,265000
Franklin,2011-03-24,310000
Casey,2011-03-25,314000
Rivett,2011-03-25,515000
Gilmore,2011-03-25,460000
Ngunnawal,2011-03-25,385000
Conder,2011-03-25,622000
Casey,2011-03-25,635000
Rivett,2011-03-25,396500
Wanniassa,2011-03-25,500000
Calwell,2011-03-25,442500
Kambah,2011-03-25,455000
Franklin,2011-03-25,600000
Aranda,2011-03-25,790000
Amaroo,2011-03-25,521500
Casey,2011-03-25,355000
Forde,2011-03-25,600000
Melba,2011-03-25,410000
Kambah,2011-03-25,650000
Theodore,2011-03-25,560000
Ainslie,2011-03-25,662500
Monash,2011-03-25,437000
Bonner,2011-03-25,538000
Gordon,2011-03-25,490000
Bonner,2011-03-25,439950
O'Connor,2011-03-26,865000
Torrens,2011-03-26,725000
Yarralumla,2011-03-26,1525000
Weetangera,2011-03-26,861000
Curtin,2011-03-26,645000
Macquarie,2011-03-26,540000
Narrabundah,2011-03-26,790000
Isaacs,2011-03-26,1275000
Aranda,2011-03-26,984000
Hughes,2011-03-26,875000
Duffy,2011-03-26,1135001
Ainslie,2011-03-26,845000
Nicholls,2011-03-27,1015000
Farrer,2011-03-27,729000
Casey,2011-03-28,250000
Harrison,2011-03-28,252000
Harrison,2011-03-28,248000
Harrison,2011-03-28,240000
Harrison,2011-03-28,334000
Harrison,2011-03-28,345000
Harrison,2011-03-28,232000
Harrison,2011-03-28,233000
Lyons,2011-03-28,565000
Farrer,2011-03-28,925000
Harrison,2011-03-28,252000
Casey,2011-03-28,287500
Farrer,2011-03-28,800000
Harrison,2011-03-28,248000
Harrison,2011-03-28,222000
Harrison,2011-03-28,221000
Harrison,2011-03-28,207000
Harrison,2011-03-28,250000
Harrison,2011-03-28,219000
Casey,2011-03-28,277500
Harrison,2011-03-28,248000
Harrison,2011-03-28,264000
Casey,2011-03-28,375000
Harrison,2011-03-28,263000
Harrison,2011-03-28,262000
Harrison,2011-03-28,261000
Isabella Plains,2011-03-28,420000
Theodore,2011-03-28,370000
Lyneham,2011-03-28,555000
Casey,2011-03-28,270000
Harrison,2011-03-28,257000
Hughes,2011-03-28,688000
Bonython,2011-03-28,580000
Crace,2011-03-28,132000
Harrison,2011-03-28,286000
Harrison,2011-03-28,287000
Duffy,2011-03-28,490000
Harrison,2011-03-28,288000
Harrison,2011-03-28,243000
Harrison,2011-03-28,254000
Harrison,2011-03-28,253000
Harrison,2011-03-28,289000
Harrison,2011-03-28,290000
Harrison,2011-03-28,255000
Harrison,2011-03-28,289000
Bonner,2011-03-28,222000
Harrison,2011-03-28,253000
Dickson,2011-03-28,850000
Harrison,2011-03-28,254000
Crace,2011-03-28,260500
Harrison,2011-03-28,253000
Harrison,2011-03-29,283000
Harrison,2011-03-29,299000
Casey,2011-03-29,225000
Harrison,2011-03-29,299000
Harrison,2011-03-29,259000
Harrison,2011-03-29,283000
Harrison,2011-03-29,253000
Harrison,2011-03-29,274000
Harrison,2011-03-29,321000
Harrison,2011-03-29,283000
Harrison,2011-03-29,285000
Harrison,2011-03-29,284000
Harrison,2011-03-29,285000
Harrison,2011-03-29,259000
Harrison,2011-03-29,259000
Harrison,2011-03-29,259000
Harrison,2011-03-29,259000
Harrison,2011-03-29,257000
Harrison,2011-03-29,294000
Harrison,2011-03-29,291000
Harrison,2011-03-29,290000
Harrison,2011-03-29,250000
Harrison,2011-03-29,252000
Harrison,2011-03-29,288000
Monash,2011-03-29,519000
Evatt,2011-03-29,470000
Harrison,2011-03-29,281000
Deakin,2011-03-29,985000
Harrison,2011-03-29,214000
Casey,2011-03-29,280000
Holder,2011-03-29,559000
Harrison,2011-03-29,212000
Isaacs,2011-03-29,820000
Nicholls,2011-03-29,450000
Harrison,2011-03-29,245000
Gilmore,2011-03-29,465000
Dunlop,2011-03-29,465000
Garran,2011-03-29,380000
Dickson,2011-03-29,650000
Latham,2011-03-29,400000
Higgins,2011-03-29,470000
Florey,2011-03-29,598000
Melba,2011-03-29,485000
Theodore,2011-03-29,427500
Melba,2011-03-29,460000
Bruce,2011-03-29,780000
Harrison,2011-03-29,228000
Harrison,2011-03-29,216000
Cook,2011-03-29,446000
Harrison,2011-03-29,231000
Curtin,2011-03-29,710000
Harrison,2011-03-29,233000
Harrison,2011-03-29,233000
Harrison,2011-03-29,233000
Harrison,2011-03-29,625000
Lyons,2011-03-29,815000
Harrison,2011-03-29,240000
Harrison,2011-03-29,240000
Harrison,2011-03-30,291000
Harrison,2011-03-30,287000
Holt,2011-03-30,225000
Franklin,2011-03-30,587000
Banks,2011-03-30,650000
Kambah,2011-03-30,525000
Harrison,2011-03-30,290000
Franklin,2011-03-30,610000
Harrison,2011-03-30,291000
Harrison,2011-03-30,253000
Forde,2011-03-30,685000
Harrison,2011-03-30,285000
Franklin,2011-03-30,470000
McKellar,2011-03-30,654000
Latham,2011-03-30,460000
Cook,2011-03-30,475000
Casey,2011-03-30,262000
Harrison,2011-03-30,243000
Spence,2011-03-30,552500
Harrison,2011-03-30,246000
Farrer,2011-03-30,610000
Harrison,2011-03-30,590000
Torrens,2011-03-30,560000
Harrison,2011-03-30,273000
Harrison,2011-03-30,278000
Deakin,2011-03-30,1200000
Harrison,2011-03-30,236000
Forde,2011-03-30,311000
Harrison,2011-03-30,307000
Harrison,2011-03-30,264000
Flynn,2011-03-30,700000
Harrison,2011-03-30,248000
Harrison,2011-03-30,280000
Harrison,2011-03-30,250000
Harrison,2011-03-30,213000
O'Connor,2011-03-30,730000
Harrison,2011-03-30,280000
Harrison,2011-03-30,250000
Harrison,2011-03-30,286000
Harrison,2011-03-30,284000
Harrison,2011-03-30,252000
Harrison,2011-03-30,284000
Harrison,2011-03-30,230000
Harrison,2011-03-30,257000
Gordon,2011-03-31,544000
Melba,2011-03-31,560000
Franklin,2011-03-31,675000
Bonner,2011-03-31,499950
Casey,2011-03-31,276000
Weetangera,2011-03-31,835000
Page,2011-03-31,515000
Crace,2011-03-31,264500
Ngunnawal,2011-03-31,1000000
Spence,2011-03-31,485000
Torrens,2011-03-31,545000
Wanniassa,2011-03-31,492000
Conder,2011-03-31,645000
Farrer,2011-03-31,660000
Harrison,2011-03-31,490000
Kambah,2011-03-31,472250
Amaroo,2011-03-31,491000
Flynn,2011-03-31,475000
Macarthur,2011-03-31,625000
Ainslie,2011-04-01,620000
Dunlop,2011-04-01,440000
Chapman,2011-04-01,770000
Ngunnawal,2011-04-01,412500
Garran,2011-04-01,870000
Kambah,2011-04-01,585000
Forrest,2011-04-01,2900000
Dunlop,2011-04-01,500000
Chisholm,2011-04-01,40000
Bruce,2011-04-01,645000
Theodore,2011-04-01,472000
Holder,2011-04-01,578000
Casey,2011-04-01,539950
McKellar,2011-04-01,639950
Theodore,2011-04-01,415000
Franklin,2011-04-01,365000
Casey,2011-04-01,270000
Hackett,2011-04-01,565000
Lyneham,2011-04-01,535000
Forde,2011-04-01,307000
Gordon,2011-04-01,550000
Casey,2011-04-01,270000
Harrison,2011-04-01,785000
Crace,2011-04-01,256000
Page,2011-04-01,575000
Gordon,2011-04-01,580000
Griffith,2011-04-01,802000
Page,2011-04-01,440000
Crace,2011-04-01,237000
Crace,2011-04-01,283500
Gordon,2011-04-01,400000
Turner,2011-04-01,900000
Flynn,2011-04-01,455000
Monash,2011-04-01,225000
Wanniassa,2011-04-02,491000
Downer,2011-04-02,597000
Downer,2011-04-02,615000
Chisholm,2011-04-02,750000
Reid,2011-04-02,1360000
Griffith,2011-04-02,780000
Hughes,2011-04-02,594000
O'Connor,2011-04-02,755000
Gowrie,2011-04-02,610000
Fisher,2011-04-04,575000
Chisholm,2011-04-04,428000
Bonner,2011-04-04,520250
Gilmore,2011-04-04,495000
Watson,2011-04-04,587000
Crace,2011-04-04,302500
Yarralumla,2011-04-04,796000
Charnwood,2011-04-04,367000
Watson,2011-04-04,252500
Chapman,2011-04-04,600000
Evatt,2011-04-04,480000
Fadden,2011-04-04,890000
Braddon,2011-04-05,640000
Harrison,2011-04-05,470000
Dickson,2011-04-05,720000
Monash,2011-04-05,455000
Amaroo,2011-04-05,598000
Duffy,2011-04-05,512000
Ainslie,2011-04-05,660000
Bruce,2011-04-05,610000
Watson,2011-04-05,600000
Palmerston,2011-04-05,560000
Harrison,2011-04-05,790000
Holder,2011-04-05,471000
Hughes,2011-04-05,767000
Chifley,2011-04-05,595000
Forde,2011-04-05,993000
Giralang,2011-04-05,505000
Harrison,2011-04-05,555000
Casey,2011-04-06,220000
Gordon,2011-04-06,610000
Franklin,2011-04-06,600125
Higgins,2011-04-06,405000
Bonner,2011-04-06,500000
Narrabundah,2011-04-06,975000
Dunlop,2011-04-06,421000
Nicholls,2011-04-06,480000
Harrison,2011-04-06,780000
Kaleen,2011-04-06,490000
Banks,2011-04-06,670000
O'Connor,2011-04-06,745000
Flynn,2011-04-06,570000
Stirling,2011-04-06,555000
Wanniassa,2011-04-06,520000
Fadden,2011-04-06,820000
Gungahlin,2011-04-06,485000
Pearce,2011-04-06,568000
Palmerston,2011-04-06,620000
Kambah,2011-04-06,370000
Cook,2011-04-07,645000
Casey,2011-04-07,270000
Casey,2011-04-07,255000
Hawker,2011-04-07,900000
Casey,2011-04-07,257500
Turner,2011-04-07,990000
Casey,2011-04-07,250000
Holt,2011-04-07,415000
Melba,2011-04-07,555000
Dickson,2011-04-07,630000
Casey,2011-04-07,262500
Conder,2011-04-07,440000
Bonner,2011-04-07,424000
Harrison,2011-04-07,558000
O'Malley,2011-04-07,840000
Casey,2011-04-07,240000
Franklin,2011-04-07,317000
Bruce,2011-04-07,665000
Melba,2011-04-07,530000
Evatt,2011-04-08,420000
O'Connor,2011-04-08,980000
Ainslie,2011-04-08,748000
Casey,2011-04-08,250000
Charnwood,2011-04-08,387500
Downer,2011-04-08,320000
Amaroo,2011-04-08,585000
Crace,2011-04-08,91000
Forde,2011-04-08,633050
Yarralumla,2011-04-08,1455000
Casey,2011-04-08,240000
Spence,2011-04-08,455000
Evatt,2011-04-08,432000
Gordon,2011-04-08,624000
Monash,2011-04-08,630000
Casey,2011-04-08,270000
Banks,2011-04-08,430000
Pearce,2011-04-08,584750
Dunlop,2011-04-08,590000
Casey,2011-04-08,257500
Oxley,2011-04-08,487500
Isabella Plains,2011-04-08,490000
Calwell,2011-04-09,741190
Cook,2011-04-09,455000
Giralang,2011-04-09,578000
Reid,2011-04-09,1305000
Barton,2011-04-09,1675000
Waramanga,2011-04-09,470000
Garran,2011-04-09,902000
O'Connor,2011-04-09,755000
Downer,2011-04-09,550000
Kingston,2011-04-09,850000
Weetangera,2011-04-11,640000
Evatt,2011-04-11,250000
Wanniassa,2011-04-11,330000
Cook,2011-04-11,488888
Franklin,2011-04-11,704800
Braddon,2011-04-11,825000
Casey,2011-04-11,525000
Casey,2011-04-11,262500
Dunlop,2011-04-11,515000
Casey,2011-04-11,247500
Crace,2011-04-12,328000
Crace,2011-04-12,328000
Flynn,2011-04-12,565000
Casey,2011-04-12,265000
Harrison,2011-04-12,615000
Casey,2011-04-12,255000
Higgins,2011-04-12,410000
Casey,2011-04-12,515000
Ngunnawal,2011-04-12,382000
Dunlop,2011-04-12,437000
Chisholm,2011-04-12,500000
Campbell,2011-04-12,801000
Crace,2011-04-12,88000
Melba,2011-04-12,630000
Hawker,2011-04-12,830000
Wanniassa,2011-04-12,460000
Rivett,2011-04-12,530000
Bonner,2011-04-12,250000
Forde,2011-04-13,599000
Latham,2011-04-13,500000
Hughes,2011-04-13,950000
Chifley,2011-04-13,560000
Amaroo,2011-04-13,707000
Casey,2011-04-13,286000
Crace,2011-04-13,510000
Watson,2011-04-13,294000
Crace,2011-04-13,264000
Nicholls,2011-04-13,485000
Fadden,2011-04-13,627000
Gungahlin,2011-04-13,840000
Chisholm,2011-04-13,425000
Crace,2011-04-13,328000
Crace,2011-04-13,328000
Palmerston,2011-04-13,650000
Crace,2011-04-14,340000
Gordon,2011-04-14,495000
Crace,2011-04-14,328000
Latham,2011-04-14,410000
Crace,2011-04-14,328000
Crace,2011-04-14,302500
Casey,2011-04-14,240000
Casey,2011-04-14,227000
Bonner,2011-04-14,251000
Casey,2011-04-14,265000
Casey,2011-04-14,327500
Casey,2011-04-14,265000
Casey,2011-04-14,216000
Casey,2011-04-14,315000
Casey,2011-04-14,308000
Casey,2011-04-14,270000
Latham,2011-04-14,405000
Theodore,2011-04-14,580000
Casey,2011-04-14,252500
Bruce,2011-04-14,998000
Bonner,2011-04-14,735000
Flynn,2011-04-14,500000
Dunlop,2011-04-14,577000
Casey,2011-04-14,242500
Casey,2011-04-14,350000
Kambah,2011-04-14,510000
Giralang,2011-04-15,627000
Gilmore,2011-04-15,391500
Crace,2011-04-15,118000
Casey,2011-04-15,525000
Pearce,2011-04-15,625000
Kambah,2011-04-15,445000
Gungahlin,2011-04-15,563000
Crace,2011-04-15,299000
Crace,2011-04-15,315000
Griffith,2011-04-15,1534800
Torrens,2011-04-15,545000
Harrison,2011-04-15,950000
Forde,2011-04-15,410000
Theodore,2011-04-15,450000
Casey,2011-04-15,237500
Hackett,2011-04-15,1000000
Watson,2011-04-15,759000
Crace,2011-04-15,649500
Kambah,2011-04-16,580000
Yarralumla,2011-04-16,1225000
Ainslie,2011-04-16,631000
Gowrie,2011-04-16,642000
Campbell,2011-04-16,997000
Wanniassa,2011-04-16,480000
Richardson,2011-04-16,503000
Garran,2011-04-16,1100000
Wanniassa,2011-04-16,457000
Pearce,2011-04-16,560000
Campbell,2011-04-16,760000
Monash,2011-04-16,665000
Waramanga,2011-04-16,562000
Fadden,2011-04-16,532000
Macarthur,2011-04-18,470000
Theodore,2011-04-18,539000
Casey,2011-04-18,540000
Crace,2011-04-18,525000
Crace,2011-04-18,102000
Crace,2011-04-18,91000
Franklin,2011-04-18,720000
Gordon,2011-04-18,400000
Giralang,2011-04-18,395000
Crace,2011-04-18,86000
Banks,2011-04-18,395000
Melba,2011-04-18,635000
Forde,2011-04-18,283000
Wanniassa,2011-04-18,486000
Wanniassa,2011-04-18,508000
Dunlop,2011-04-18,440000
Wanniassa,2011-04-18,475000
Crace,2011-04-19,91000
Crace,2011-04-19,88000
Macquarie,2011-04-19,519000
Calwell,2011-04-19,437000
Garran,2011-04-19,930000
Isabella Plains,2011-04-19,560000
Crace,2011-04-19,306500
Garran,2011-04-19,700000
Garran,2011-04-19,1150000
Dunlop,2011-04-19,460000
Gilmore,2011-04-19,595000
Kambah,2011-04-19,455000
Crace,2011-04-19,353000
Casey,2011-04-19,530000
Crace,2011-04-19,113000
Crace,2011-04-19,113000
Stirling,2011-04-19,558500
Curtin,2011-04-19,880000
Bonython,2011-04-19,700000
Kambah,2011-04-19,478000
Casey,2011-04-19,227000
Latham,2011-04-20,435000
Narrabundah,2011-04-20,645000
Garran,2011-04-20,1325000
Giralang,2011-04-20,494000
Wanniassa,2011-04-20,510000
Crace,2011-04-20,262000
McKellar,2011-04-20,670000
Crace,2011-04-20,355000
Crace,2011-04-20,91000
McKellar,2011-04-20,910000
Kambah,2011-04-20,480000
Casey,2011-04-20,209000
Bonner,2011-04-20,505000
Charnwood,2011-04-20,316000
Fisher,2011-04-20,672500
Ngunnawal,2011-04-20,640000
Wanniassa,2011-04-20,652500
Casey,2011-04-20,242000
Bonner,2011-04-20,265234
Crace,2011-04-20,285000
Monash,2011-04-20,567000
Conder,2011-04-20,515000
Casey,2011-04-20,249000
Bonner,2011-04-20,242000
Amaroo,2011-04-20,540000
Gowrie,2011-04-20,535000
Monash,2011-04-20,475000
Casey,2011-04-20,210000
Holder,2011-04-21,540500
Fadden,2011-04-21,924000
Isabella Plains,2011-04-21,430000
Franklin,2011-04-21,865000
Yarralumla,2011-04-21,1060000
Red Hill,2011-04-21,1010000
Conder,2011-04-21,495000
McKellar,2011-04-21,715000
Campbell,2011-04-21,765000
Curtin,2011-04-21,900000
Bonner,2011-04-21,200000
Calwell,2011-04-21,540000
Aranda,2011-04-21,885000
Aranda,2011-04-21,878000
Dunlop,2011-04-21,260000
Weetangera,2011-04-21,685000
Wanniassa,2011-04-21,653000
Yarralumla,2011-04-21,1710000
Pearce,2011-04-21,825000
Crace,2011-04-21,88000
Giralang,2011-04-21,265000
Forde,2011-04-21,495000
Nicholls,2011-04-21,585000
Dunlop,2011-04-21,537500
Gordon,2011-04-21,615000
Casey,2011-04-21,535000
Banks,2011-04-21,600000
Franklin,2011-04-21,195000
Amaroo,2011-04-21,540000
Casey,2011-04-21,295000
Casey,2011-04-21,540000
Gordon,2011-04-21,415000
Melba,2011-04-21,440000
Nicholls,2011-04-21,822500
Hackett,2011-04-27,500000
Nicholls,2011-04-27,875000
Gordon,2011-04-27,490000
Conder,2011-04-27,440000
Latham,2011-04-27,432500
Rivett,2011-04-27,545000
Kambah,2011-04-27,440000
Fadden,2011-04-27,665000
Holt,2011-04-27,475000
Banks,2011-04-27,480000
Scullin,2011-04-27,450000
Casey,2011-04-27,216000
Casey,2011-04-27,270000
Gungahlin,2011-04-27,570000
Griffith,2011-04-27,2150000
Casey,2011-04-27,524950
Crace,2011-04-27,286500
Wanniassa,2011-04-27,540000
Holt,2011-04-28,442500
Dunlop,2011-04-28,415000
Macarthur,2011-04-28,485000
Crace,2011-04-28,291000
Fisher,2011-04-28,370000
Forrest,2011-04-28,1450000
Crace,2011-04-28,303000
Lyons,2011-04-28,570000
Crace,2011-04-28,323000
Casey,2011-04-28,612000
Casey,2011-04-28,150150
Hackett,2011-04-28,735000
Chisholm,2011-04-28,590000
Harrison,2011-04-28,626000
Evatt,2011-04-28,427000
Griffith,2011-04-28,1310000
O'Connor,2011-04-28,660000
Crace,2011-04-28,311000
Casey,2011-04-28,244000
Yarralumla,2011-04-29,1440000
Isabella Plains,2011-04-29,465000
Forde,2011-04-29,350000
Evatt,2011-04-29,470000
Kambah,2011-04-29,525000
Theodore,2011-04-29,535000
Crace,2011-04-29,324000
Amaroo,2011-04-29,675000
Chisholm,2011-04-29,471000
Holder,2011-04-29,650000
Gilmore,2011-04-29,521000
Hughes,2011-04-29,747000
Dunlop,2011-04-29,477500
Florey,2011-04-29,545000
Ngunnawal,2011-04-29,417000
Spence,2011-04-29,450000
Bonner,2011-04-29,492328
McKellar,2011-04-29,580000
Curtin,2011-04-29,755000
Calwell,2011-04-29,535000
Lyneham,2011-04-29,582000
Franklin,2011-04-29,585000
Calwell,2011-04-29,437000
Franklin,2011-04-29,585000
Wanniassa,2011-04-29,430000
Dunlop,2011-04-29,457000
Crace,2011-04-29,113000
Dunlop,2011-04-29,455000
Crace,2011-04-29,410000
Fisher,2011-04-29,275000
Casey,2011-04-29,250000
Kambah,2011-04-29,450000
Turner,2011-04-30,701000
Gordon,2011-04-30,527500
Hughes,2011-04-30,528500
Cook,2011-04-30,486000
Hughes,2011-04-30,750000
Rivett,2011-04-30,585800
Banks,2011-05-01,549000
Gordon,2011-05-02,620000
Crace,2011-05-02,281500
Franklin,2011-05-02,785000
Dunlop,2011-05-02,449000
Casey,2011-05-02,575000
Crace,2011-05-02,288000
Spence,2011-05-02,495000
Crace,2011-05-02,506000
Gordon,2011-05-02,645000
Crace,2011-05-02,359000
Crace,2011-05-02,510000
Gungahlin,2011-05-02,685000
Downer,2011-05-02,615000
Wanniassa,2011-05-02,530000
Crace,2011-05-02,102000
Casey,2011-05-02,237000
Crace,2011-05-02,302500
Bonner,2011-05-02,230000
Casey,2011-05-03,290000
Crace,2011-05-03,273500
Deakin,2011-05-03,1110000
Ngunnawal,2011-05-03,440000
Pearce,2011-05-03,187500
Downer,2011-05-03,565000
Crace,2011-05-03,266000
Harrison,2011-05-03,285000
Ngunnawal,2011-05-03,375000
Dunlop,2011-05-03,432500
Gungahlin,2011-05-03,715000
Harrison,2011-05-03,283000
Harrison,2011-05-03,281000
Nicholls,2011-05-03,757000
Fisher,2011-05-03,445000
Ngunnawal,2011-05-03,370000
Kambah,2011-05-03,542000
Casey,2011-05-03,150150
Narrabundah,2011-05-03,810000
Casey,2011-05-03,510000
Downer,2011-05-03,867000
Casey,2011-05-03,276000
Hawker,2011-05-03,670000
Aranda,2011-05-03,780000
Page,2011-05-04,505000
Harrison,2011-05-04,283000
Gungahlin,2011-05-04,520000
Crace,2011-05-04,298500
Amaroo,2011-05-04,530000
Isabella Plains,2011-05-04,427000
Casey,2011-05-04,150150
Amaroo,2011-05-04,421000
Forde,2011-05-04,760000
Evatt,2011-05-04,398000
Kambah,2011-05-04,503000
Fadden,2011-05-04,769000
Harrison,2011-05-04,282000
Chisholm,2011-05-04,380000
Ngunnawal,2011-05-04,359500
Ngunnawal,2011-05-04,452500
Forde,2011-05-04,297000
Aranda,2011-05-04,740000
Franklin,2011-05-05,635000
Theodore,2011-05-05,577000
Bonner,2011-05-05,200000
Chisholm,2011-05-05,500000
Franklin,2011-05-05,510000
Crace,2011-05-05,271000
Crace,2011-05-05,113000
Kambah,2011-05-05,502000
Calwell,2011-05-05,590000
O'Connor,2011-05-05,1330000
Franklin,2011-05-05,577000
Kambah,2011-05-05,429000
Harrison,2011-05-05,500000
Conder,2011-05-05,645000
Chisholm,2011-05-05,470000
Richardson,2011-05-05,440000
Lyneham,2011-05-05,549000
Dunlop,2011-05-05,515000
Forde,2011-05-05,250000
Higgins,2011-05-05,540000
Dunlop,2011-05-05,437500
Gordon,2011-05-05,548500
Higgins,2011-05-05,515000
Crace,2011-05-06,84000
Kaleen,2011-05-06,640000
Latham,2011-05-06,220000
Conder,2011-05-06,536500
Theodore,2011-05-06,420000
Kambah,2011-05-06,422500
